painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
140152_Esther_Ahasuerus_and_Haman,fig_001,109.64217515017388,899.4974391400569,47445,13,711,204,1161,0.040913701405278204,0.7226989079563182,857.3961181640625,0.0
140152_Esther_Ahasuerus_and_Haman,fig_002,242.92477801029352,787.2879362027035,17681,179,701,315,887,0.040913701405278204,0.7265990639625586,2099.31005859375,0.0
140152_Esther_Ahasuerus_and_Haman,fig_003,335.81654443726177,1347.068621841788,403749,96,645,618,1958,0.11776040433091034,0.7484399375975039,70712.375,0.0005424162041268213
140152_Esther_Ahasuerus_and_Haman,fig_004,520.9424120234604,746.3652859237536,27280,414,600,594,926,0.06051981366883656,0.765990639625585,1733.56884765625,0.0
140152_Esther_Ahasuerus_and_Haman,fig_005,708.3886963422842,923.2344413971852,99543,543,642,885,1170,0.05427475070124707,0.749609984399376,1161.3765869140625,0.0
140152_Esther_Ahasuerus_and_Haman,fig_006,859.2350285171103,748.1234157160964,37872,748,599,977,895,0.03776044320956765,0.766380655226209,121.38822937011719,0.0011618081960287283
140152_Esther_Ahasuerus_and_Haman,fig_007,997.141009150711,665.4284296791739,27211,917,552,1082,825,0.03776044320956765,0.7847113884555382,4.168627738952637,0.0
140152_Esther_Ahasuerus_and_Haman,fig_008,1053.5969105030488,1674.2084599944367,499693,652,898,1517,2198,0.1740044370236141,0.6497659906396256,487084.1875,0.987616396467431
140152_Esther_Ahasuerus_and_Haman,fig_009,1171.8859871172765,942.7280530263496,128389,974,589,1335,1271,0.04672042457349732,0.7702808112324493,475.16082763671875,0.0003894414630536884
140152_Esther_Ahasuerus_and_Haman,fig_010,1351.6294835891117,857.432418505657,44635,1261,646,1440,1100,0.04672042457349732,0.7480499219968799,0.0,0.0
140152_Esther_Ahasuerus_and_Haman,fig_011,1757.598476514366,885.8758893462282,348149,1391,344,2089,1304,0.09556706398527222,0.8658346333853354,6310.38427734375,0.01619134336160667
140152_Esther_Ahasuerus_and_Haman,fig_012,2416.050344119013,834.8330846856484,142102,2254,496,2609,1164,0.05295656296278103,0.8065522620904836,20541.349609375,0.0004996411028697696
140152_Esther_Ahasuerus_and_Haman,fig_013,2589.6717338695935,690.9205153549882,29339,2499,565,2665,846,0.04729119513694474,0.7796411856474259,4672.78125,0.0
140152_Esther_Ahasuerus_and_Haman,fig_014,2591.461416395177,1610.280099845576,915013,1844,885,3364,2311,0.1436491457473621,0.6548361934477379,776494.75,0.9038407104598514
140152_Esther_Ahasuerus_and_Haman,fig_015,2784.4358879515157,742.1362621103698,70291,2658,518,2925,949,0.04186319117445893,0.7979719188767551,21544.9140625,0.0002560783030544451
140152_Esther_Ahasuerus_and_Haman,fig_016,2957.2389077029043,785.9495609000115,69688,2802,512,3081,1157,0.04088899953525336,0.8003120124804992,22081.400390625,0.031669727930203194
140152_Esther_Ahasuerus_and_Haman,fig_017,3006.4746532759445,618.9333253626654,25092,2926,510,3080,731,0.04088899953525336,0.8010920436817472,4034.12939453125,0.010122748286306393
140152_Esther_Ahasuerus_and_Haman,fig_018,3108.8661138939137,1283.950745308488,181871,2913,778,3283,1927,0.05044014144890342,0.6965678627145087,58434.046875,0.3739353717744995
140152_Esther_Ahasuerus_and_Haman,fig_019,3288.7121465144846,1166.5100611397104,144914,3148,662,3399,1804,0.05044014144890342,0.7418096723868954,12020.97265625,0.0006072567177774404
