painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
170876_Jesus_among_the_doctors_in_the_Temple,fig_001,525.4756849421168,1471.7825947765741,96833,400,1178,675,1890,0.1961203998539811,0.6535294117647059,5765.06298828125,0.001920832773951029
170876_Jesus_among_the_doctors_in_the_Temple,fig_002,1095.870870714236,2011.2391798224262,172548,886,1622,1329,2331,0.08485916739870272,0.5229411764705882,121227.4296875,0.8450402206922132
170876_Jesus_among_the_doctors_in_the_Temple,fig_003,1414.1537881643424,1892.5311319348873,114079,1264,1552,1589,2289,0.08485916739870272,0.5435294117647058,70204.640625,0.736743835412302
