painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
134620_Adoration_of_the_Magi,fig_001,91.23120852960542,1054.1712632325382,78972,0,816,245,1393,0.10221662217167371,0.6143667296786389,931.549072265625,0.0
134620_Adoration_of_the_Magi,fig_002,286.91882599629827,1413.711957922358,341464,0,874,562,1834,0.10221662217167371,0.5869565217391304,203873.734375,0.7014385118196941
134620_Adoration_of_the_Magi,fig_003,964.4394960051922,1118.9398205133944,89366,817,905,1168,1385,0.026311146433496815,0.5723062381852553,2356.97265625,0.004990712351453573
134620_Adoration_of_the_Magi,fig_004,1018.927985330032,1209.1249482410403,118337,822,906,1275,1728,0.026311146433496815,0.5718336483931947,2321.870849609375,0.0003380176952263451
134620_Adoration_of_the_Magi,fig_005,1288.9098533826823,1426.2523549314567,125906,1051,1112,1415,1778,0.08651379055133085,0.47448015122873344,5529.22021484375,0.0
134620_Adoration_of_the_Magi,fig_006,1315.2080322745987,998.707858666358,60481,1176,777,1413,1219,0.09074304170158538,0.6327977315689981,357.5216064453125,0.0
134620_Adoration_of_the_Magi,fig_007,1698.6307165468772,1153.513429032194,50227,1572,1000,1928,1358,0.10325284360708999,0.5274102079395084,35228.65625,0.7362573914428495
134620_Adoration_of_the_Magi,fig_008,2520.3540624856632,1040.8611964949305,43594,2392,854,2656,1270,0.08145796598653043,0.5964083175803403,913.6039428710938,0.0
134620_Adoration_of_the_Magi,fig_009,2799.253893335026,1210.0646936973844,173309,2484,700,3098,1767,0.08145796598653043,0.6691871455576559,14269.732421875,0.08038820834463299
134620_Adoration_of_the_Magi,fig_010,2875.2504360403286,625.9931935168248,23507,2785,513,2954,791,0.13632927760787675,0.7575614366729678,1.1647061109542847,0.0
