painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
146724_The_Denial_of_Peter,fig_001,101.54534657741308,482.2453622818555,101882,0,233,245,865,0.1873899757993921,0.8888358778625954,99674.15625,0.9957499852770852
146724_The_Denial_of_Peter,fig_002,270.8309400501652,1211.31299701979,720419,0,319,671,2091,0.13014913501668926,0.8478053435114503,543459.625,0.7591762571503528
146724_The_Denial_of_Peter,fig_003,744.823854905552,997.8674313564189,128854,561,692,967,1416,0.11664201759393089,0.6698473282442747,128166.9296875,1.0
146724_The_Denial_of_Peter,fig_004,986.7856399571933,1589.9114148624874,879301,378,805,1610,2095,0.16012908611950538,0.6159351145038168,870855.6875,0.9994939161902465
146724_The_Denial_of_Peter,fig_005,1062.57155850427,657.1539916786284,302354,546,293,1586,1068,0.11664201759393089,0.8602099236641221,281623.65625,0.9898761054922376
146724_The_Denial_of_Peter,fig_006,1993.0866242982054,1050.3489860718314,1025763,1481,76,2749,2089,0.23639117755198044,0.9637404580152672,926663.0,0.9420577657802046
146724_The_Denial_of_Peter,fig_007,2833.6266342574568,620.2666846178757,274819,2411,208,3276,1029,0.07848041325109963,0.9007633587786259,10062.951171875,0.0
146724_The_Denial_of_Peter,fig_008,2883.276988974689,1553.850208831442,768323,2346,677,3399,2090,0.23406817275696004,0.6770038167938932,79998.4296875,0.0
146724_The_Denial_of_Peter,fig_009,3007.255734259344,359.28471397240247,87544,2856,149,3172,586,0.07848041325109963,0.928912213740458,936.6627197265625,0.0
146724_The_Denial_of_Peter,fig_010,3299.375021657522,603.9668553277505,173150,3139,153,3399,1221,0.09540336967228565,0.9270038167938931,962.58837890625,0.0
