painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
met_436562_The_Conversion_of_Saint_Paul,fig_001,45.07173601147776,192.2274031563845,1394,30,152,69,240,0.05976720744622456,0.7071290944123314,875.0,0.703012912482066
met_436562_The_Conversion_of_Saint_Paul,fig_002,86.43469904778544,337.2217174805626,11447,30,235,216,466,0.15524114365231348,0.5472061657032755,9323.638671875,0.8514894732244256
met_436562_The_Conversion_of_Saint_Paul,fig_003,87.04512691946098,214.18426825446568,3191,59,159,113,281,0.05976720744622456,0.6936416184971098,2658.07861328125,0.9084926355374491
met_436562_The_Conversion_of_Saint_Paul,fig_004,244.73595505617976,317.87640449438203,2136,196,276,323,390,0.08952472298264072,0.4682080924855492,1742.09033203125,0.9784644194756554
met_436562_The_Conversion_of_Saint_Paul,fig_005,294.27133402995474,203.12504353883665,2871,249,172,343,259,0.10872732546372431,0.6685934489402697,50.61176300048828,0.0
met_436562_The_Conversion_of_Saint_Paul,fig_006,306.49767793498216,352.8728264391403,18518,196,276,438,419,0.00010665366753856727,0.4682080924855492,16004.3564453125,0.9959498865968247
met_436562_The_Conversion_of_Saint_Paul,fig_007,306.50682271722127,352.78879240601907,18541,196,276,438,419,0.00010665366753856727,0.4682080924855492,16011.7060546875,0.9949840893155709
met_436562_The_Conversion_of_Saint_Paul,fig_008,379.45369649805446,190.0918287937743,1285,352,170,408,212,0.031350715103516925,0.6724470134874759,107.21961975097656,0.0
met_436562_The_Conversion_of_Saint_Paul,fig_009,399.5493188010899,204.7057220708447,1835,362,157,426,271,0.031350715103516925,0.697495183044316,377.2431640625,0.10190735694822889
met_436562_The_Conversion_of_Saint_Paul,fig_010,473.44663787785316,227.87106724244293,1621,450,191,497,266,0.0527242332790372,0.6319845857418112,99.81568908691406,0.0
met_436562_The_Conversion_of_Saint_Paul,fig_011,499.74040247678016,260.34922600619194,6460,423,187,567,360,0.0527242332790372,0.6396917148362236,2067.019775390625,0.16130030959752323
met_436562_The_Conversion_of_Saint_Paul,fig_012,502.48296908840325,357.7156920653672,10158,404,241,564,463,0.12289827715033184,0.535645472061657,7835.18896484375,0.8755660563102973
met_436562_The_Conversion_of_Saint_Paul,fig_013,520.3393665158371,202.1553544494721,663,507,187,535,217,0.044496684677584865,0.6396917148362236,154.3215789794922,0.0
met_436562_The_Conversion_of_Saint_Paul,fig_014,549.5096401028278,182.33547557840618,1556,534,149,564,215,0.044496684677584865,0.7129094412331407,91.85882568359375,0.0
