painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
314485_Krishna_and_Consort_on_a_Palace_Balcony_with_Musicians_Vukharo_Ragaputra_of_Bhairav_from_t,fig_001,1311.2749505928855,1454.7214179841897,40480,1188,1280,1433,1564,0.04586964105809306,0.6235294117647059,37708.34765625,1.0
314485_Krishna_and_Consort_on_a_Palace_Balcony_with_Musicians_Vukharo_Ragaputra_of_Bhairav_from_t,fig_002,1500.1344607225144,1477.140894665913,23003,1398,1351,1579,1565,0.04586964105809306,0.6026470588235294,22078.97265625,1.0
314485_Krishna_and_Consort_on_a_Palace_Balcony_with_Musicians_Vukharo_Ragaputra_of_Bhairav_from_t,fig_003,1517.216907285575,2436.846293250487,65664,1293,2247,1657,2584,0.048936986412281135,0.3391176470588235,61959.89453125,0.9981115984405458
314485_Krishna_and_Consort_on_a_Palace_Balcony_with_Musicians_Vukharo_Ragaputra_of_Bhairav_from_t,fig_004,1720.119377657104,2436.217337715694,55982,1651,2169,1787,2669,0.048936986412281135,0.36205882352941177,44531.58203125,0.9356221642670859
