painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
met_459093_Diana_and_Actaeon_Diana_Surprised_in_Her_Bath,fig_001,65.12089498376038,523.9848430169613,2771,26,480,115,558,0.11698512396071539,0.23199999999999998,32.66666793823242,0.0
met_459093_Diana_and_Actaeon_Diana_Surprised_in_Her_Bath,fig_002,143.46355685131195,478.66326530612247,1372,123,448,164,506,0.04471030330823857,0.2832,161.50979614257812,0.0
met_459093_Diana_and_Actaeon_Diana_Surprised_in_Her_Bath,fig_003,172.38218516893374,459.68319438350153,2279,136,409,194,509,0.04471030330823857,0.3456,1213.4627685546875,0.663010092145678
met_459093_Diana_and_Actaeon_Diana_Surprised_in_Her_Bath,fig_004,214.18929765886287,486.7933110367893,1495,198,448,236,528,0.0644044765585564,0.2832,204.63531494140625,0.0
met_459093_Diana_and_Actaeon_Diana_Surprised_in_Her_Bath,fig_005,403.93167701863354,396.2194616977226,966,389,367,424,426,0.27175990573335496,0.41279999999999994,0.0,0.0
