painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_001,103.74348205519799,716.8915812152285,73336,0,355,218,1014,0.23906667087620934,0.8683234421364985,4.125490665435791,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_002,291.96565840550187,1757.2793467454162,778502,0,851,695,2645,0.09486797516074143,0.6843471810089021,30840.083984375,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_003,667.1549902696692,1587.9056701840907,330924,466,823,916,2384,0.09486797516074143,0.69473293768546,859.6784057617188,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_004,1016.2234601920211,2057.587589684933,577020,530,1341,1517,2520,0.13486263184396666,0.5025964391691395,65236.87890625,0.02043776645523552
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_005,1213.6709592441,1296.8940553426805,183728,1031,885,1403,1771,0.12424316941651599,0.6717359050445104,705.1373291015625,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_006,1372.7077919740868,422.7110671225481,27785,1262,289,1485,528,0.20476986412424897,0.8928041543026706,133.3411865234375,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_007,1562.5770466481897,1707.8768368331048,525701,1327,882,1804,2423,0.00021348857889548503,0.6728486646884273,86750.6328125,0.09607362359972683
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_008,1563.366018275616,1708.3622990006836,523758,1331,883,1804,2424,0.00021348857889548503,0.6724777448071216,86640.7578125,0.09643003066301613
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_009,1972.577774849603,1814.3604760000726,220084,1727,1038,2214,2477,0.0744096871941682,0.6149851632047478,12462.3544921875,0.0006588393522473238
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_010,2136.708249880463,1536.3130159727957,299071,1871,1044,2595,2496,0.0744096871941682,0.612759643916914,8949.9111328125,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_011,2654.5149620274065,1144.931504870398,48456,2552,945,2737,1355,0.13803171247320248,0.6494807121661721,59.85883331298828,0.0
97146_Christ_and_the_Woman_Taken_in_Adultery,fig_012,3080.0329044518758,1566.437913256167,788252,2648,745,3399,2545,0.13803171247320248,0.7236646884272997,72074.171875,0.030077944616696183
