painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
met_11417_Washington_Crossing_the_Delaware,fig_001,143.58409967368732,202.04598042124,3371,86,129,186,263,0.06045358461856274,0.6324786324786325,2202.909912109375,0.6523286858498962
met_11417_Washington_Crossing_the_Delaware,fig_002,171.21354166666666,233.63958333333332,1920,152,199,197,279,0.05182672432921825,0.4330484330484331,1405.309814453125,0.9630208333333333
met_11417_Washington_Crossing_the_Delaware,fig_003,196.99838187702267,208.54368932038835,1236,177,183,214,243,0.05182672432921825,0.4786324786324786,1060.697998046875,0.9959546925566343
met_11417_Washington_Crossing_the_Delaware,fig_004,254.4163679808841,178.67443249701313,6696,213,106,297,254,0.08313243431643537,0.698005698005698,6375.8310546875,0.9923835125448028
met_11417_Washington_Crossing_the_Delaware,fig_005,301.32735849056604,145.05188679245282,1060,283,123,324,168,0.0705909109324011,0.6495726495726496,1033.10986328125,0.9877358490566037
met_11417_Washington_Crossing_the_Delaware,fig_006,306.08609640568403,242.22095291167457,3589,253,203,354,268,0.08640821147374955,0.42165242165242167,2862.145263671875,0.9690721649484536
met_11417_Washington_Crossing_the_Delaware,fig_007,327.7972413793103,186.29747126436783,2175,295,149,351,227,0.0705909109324011,0.5754985754985755,2090.568603515625,1.0
met_11417_Washington_Crossing_the_Delaware,fig_008,394.96962457337884,234.25733788395905,2930,366,196,442,263,0.06332919087992926,0.4415954415954416,1589.13330078125,0.5017064846416383
met_11417_Washington_Crossing_the_Delaware,fig_009,437.67204089657884,223.78765237907982,2543,410,182,465,262,0.06332919087992926,0.4814814814814815,1121.890380859375,0.325599685410932
met_11417_Washington_Crossing_the_Delaware,fig_010,466.78958785249455,164.15618221258134,461,455,147,478,179,0.027457908934874563,0.5811965811965811,97.4039306640625,0.0
met_11417_Washington_Crossing_the_Delaware,fig_011,485.85223367697597,164.03550973654066,873,472,136,501,187,0.027457908934874563,0.6125356125356125,213.03529357910156,0.0
met_11417_Washington_Crossing_the_Delaware,fig_012,526.8752598752599,214.27739827739828,3367,501,168,555,260,0.0934262371930097,0.5213675213675213,509.0000305175781,0.003861003861003861
