painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
124084_Declaration_of_Love,fig_001,1085.203578063298,2404.2416563177826,295523,825,1866,1482,2915,0.10621567168287673,0.4511764705882353,157857.53125,0.544834073828433
124084_Declaration_of_Love,fig_002,1454.3484478737737,2127.18688822635,184811,1167,1774,1685,2425,0.0771055464549303,0.4782352941176471,38534.9765625,0.03920221198954608
124084_Declaration_of_Love,fig_003,1788.7292300770187,2148.413850144245,75566,1670,1871,1898,2461,0.0771055464549303,0.4497058823529412,2788.423828125,0.0
