painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
129220_The_Mass_of_Saint_Gregory,fig_001,61.481768459434825,322.65941203281676,17552,15,211,124,473,0.11967450902139173,0.8560709413369714,2558.7021484375,0.0
129220_The_Mass_of_Saint_Gregory,fig_002,166.90570337479025,878.1298745243735,289618,11,264,390,1383,0.11875207450789313,0.819918144611187,260450.140625,0.907958068904557
129220_The_Mass_of_Saint_Gregory,fig_003,357.0394376177068,381.7916612280669,53629,244,190,464,573,0.11149274007144194,0.8703956343792633,26309.390625,0.5775047082735087
129220_The_Mass_of_Saint_Gregory,fig_004,373.7574655159193,662.1017014134426,117373,245,193,462,1196,0.11149274007144194,0.8683492496589359,86875.8203125,0.7902243275710769
129220_The_Mass_of_Saint_Gregory,fig_005,640.551213507175,1050.1882665851972,222578,368,580,846,1413,0.14534070020197246,0.6043656207366985,220412.84375,0.9991014385968066
129220_The_Mass_of_Saint_Gregory,fig_006,1006.603812439229,1052.245179918886,270483,712,526,1240,1444,0.14534070020197246,0.6412005457025921,267012.6875,0.9982290938802069
129220_The_Mass_of_Saint_Gregory,fig_007,1118.378290000534,351.31753510223695,74924,851,101,1353,660,0.2422993032065817,0.9311050477489768,69155.828125,0.9528055095830441
129220_The_Mass_of_Saint_Gregory,fig_008,1540.234551438804,1052.7582817340578,248227,1291,564,1895,1436,0.17263477163527383,0.6152796725784447,243871.390625,0.9964186007162799
129220_The_Mass_of_Saint_Gregory,fig_009,1714.0108519972293,484.1322250442546,12993,1651,336,1762,672,0.13884715155052438,0.7708049113233288,0.0,0.0
129220_The_Mass_of_Saint_Gregory,fig_010,1886.523042917095,788.3231804867493,258778,1647,261,2041,1318,0.0013554270518767268,0.8219645293315143,297.38433837890625,0.0
129220_The_Mass_of_Saint_Gregory,fig_011,1887.7882317255755,791.4938887571019,257149,1648,261,2041,1319,0.0013554270518767268,0.8219645293315143,296.32550048828125,0.0
