painting_id,figure_id,centroid_x,centroid_y,mask_area,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iso_nearest_centroid_norm,elev_bbox_top,sal_sum,sal_high_coverage_50
met_435848_The_Birth_of_the_Virgin,fig_001,38.90245989304813,559.3259893048129,4675,6,476,65,612,0.08149937767007363,0.23717948717948723,16.698040008544922,0.0
met_435848_The_Birth_of_the_Virgin,fig_002,66.90313111545989,450.70939334637967,1022,55,418,77,483,0.03838564617580016,0.3301282051282052,0.14509804546833038,0.0
met_435848_The_Birth_of_the_Virgin,fig_003,87.85943060498221,430.87900355871886,562,80,408,97,455,0.03838564617580016,0.34615384615384615,0.0,0.0
met_435848_The_Birth_of_the_Virgin,fig_004,99.33694627709708,549.3225730442979,4244,62,465,126,597,0.08149937767007363,0.2548076923076923,12.58039379119873,0.0
met_435848_The_Birth_of_the_Virgin,fig_005,157.99544270833334,524.5869140625,3072,140,466,183,569,0.08469752501418917,0.2532051282051282,1.1333335638046265,0.0
met_435848_The_Birth_of_the_Virgin,fig_006,222.63262910798122,474.6713615023474,852,209,448,241,494,0.02743370255614899,0.28205128205128205,0.11764706671237946,0.0
met_435848_The_Birth_of_the_Virgin,fig_007,239.48675034867503,462.79218967921895,717,228,442,252,480,0.02743370255614899,0.29166666666666663,0.41960784792900085,0.0
met_435848_The_Birth_of_the_Virgin,fig_008,248.01245551601423,433.20640569395016,562,237,413,258,449,0.04096430523265071,0.33814102564102566,2.3098039627075195,0.0
met_435848_The_Birth_of_the_Virgin,fig_009,267.5477333333333,548.448,3750,246,483,289,603,0.06701135131369863,0.22596153846153844,12.047059059143066,0.0
met_435848_The_Birth_of_the_Virgin,fig_010,287.94751009421265,466.6621803499327,743,268,443,306,480,0.06468009260439662,0.29006410256410253,2.2509803771972656,0.0
met_435848_The_Birth_of_the_Virgin,fig_011,314.89907550077044,565.6151771956856,5192,277,485,382,611,0.05434111389969833,0.22275641025641024,0.8196079134941101,0.0
met_435848_The_Birth_of_the_Virgin,fig_012,327.26382770435634,526.6877141458639,2043,306,471,344,586,0.05434111389969833,0.2451923076923077,0.01568627543747425,0.0
met_435848_The_Birth_of_the_Virgin,fig_013,333.18872870249015,447.8584534731324,763,323,417,340,479,0.0651834129084228,0.3317307692307693,0.03921569138765335,0.0
met_435848_The_Birth_of_the_Virgin,fig_014,368.24774897680766,539.255661664393,3665,345,466,411,582,0.057033448266985205,0.2532051282051282,0.17647060751914978,0.0
